pokedex_number,name,classfication,generation,is_legendary,type1,type2,abilities,base_total,hp,attack,defense,sp_attack,sp_defense,speed,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,capture_rate,experience_growth,base_happiness,base_egg_steps,height_m,weight_kg,percentage_male
213,Shuckle,Mold Pokemon,2,0,bug,rock,"['Sturdy', 'Gluttony', 'Contrary']",505,20,10,230,10,230,5,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,190,1059860,70,5120,0.6,20.5,50
214,Heracross,Singlehorn Pokemon,2,0,bug,fighting,"['Swarm', 'Guts', 'Moxie']",600,80,185,115,40,105,75,0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,45,1250000,70,6400,1.5,54,50
215,Sneasel,Sharp Claw Pokemon,2,0,dark,ice,"['Inner Focus', 'Keen Eye', 'Pickpocket']",430,55,95,55,35,75,115,2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,60,1059860,35,5120,0.9,28,50
216,Teddiursa,Little Bear Pokemon,2,0,normal,,"['Pickup', 'Quick Feet', 'Honey Gather']",330,60,80,50,50,50,40,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,120,1000000,70,5120,0.6,8.8,50
217,Ursaring,Hibernator Pokemon,2,0,normal,,"['Guts', 'Quick Feet', 'Unnerve']",500,90,130,75,75,75,55,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,1000000,70,5120,1.8,125.8,50
218,Slugma,Lava Pokemon,2,0,fire,,"['Magma Armor', 'Flame Body', 'Weak Armor']",250,40,40,40,70,40,20,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,190,1000000,70,5120,0.7,35,50
219,Magcargo,Lava Pokemon,2,0,fire,rock,"['Magma Armor', 'Flame Body', 'Weak Armor']",430,60,50,120,90,80,30,0.5,1,1,1,0.5,2,0.25,0.5,1,1,4,0.5,0.5,0.5,1,2,1,4,75,1000000,70,5120,0.8,55,50
220,Swinub,Pig Pokemon,2,0,ice,ground,"['Oblivious', 'Snow Cloak', 'Thick Fat']",250,50,50,40,30,30,50,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,225,1250000,70,5120,0.4,6.5,50
221,Piloswine,Swine Pokemon,2,0,ice,ground,"['Oblivious', 'Snow Cloak', 'Thick Fat']",450,100,100,80,60,60,50,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,75,1250000,70,5120,1.1,55.8,50
222,Corsola,Coral Pokemon,2,0,water,rock,"['Hustle', 'Natural Cure', 'Regenerator']",410,65,55,95,65,95,35,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,60,800000,70,5120,0.6,5,24.6
223,Remoraid,Jet Pokemon,2,0,water,,"['Hustle', 'Sniper', 'Moody']",300,35,65,35,65,35,65,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,190,1000000,70,5120,0.6,12,50
224,Octillery,Jet Pokemon,2,0,water,,"['Suction Cups', 'Sniper', 'Moody']",480,75,105,75,105,75,45,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,1000000,70,5120,0.9,28.5,50
225,Delibird,Delivery Pokemon,2,0,ice,flying,"['Vital Spirit', 'Hustle', 'Insomnia']",330,45,55,45,65,45,75,0.5,1,1,2,1,1,2,1,1,0.5,0,1,1,1,1,4,2,1,45,800000,70,5120,0.9,16,50
226,Mantine,Kite Pokemon,2,0,water,flying,"['Swift Swim', 'Water Absorb', 'Water Veil']",485,85,40,70,80,140,70,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,25,1250000,70,6400,2.1,220,50
227,Skarmory,Armor Bird Pokemon,2,0,steel,flying,"['Keen Eye', 'Sturdy', 'Weak Armor']",465,65,80,140,40,70,70,0.25,1,0.5,2,0.5,1,2,0.5,1,0.25,0,1,0.5,0,0.5,1,0.5,1,25,1250000,70,6400,1.7,50.5,50
228,Houndour,Dark Pokemon,2,0,dark,fire,"['Early Bird', 'Flash Fire', 'Unnerve']",330,45,60,30,80,50,65,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,120,1250000,35,5120,0.6,10.8,50
229,Houndoom,Dark Pokemon,2,0,dark,fire,"['Early Bird', 'Flash Fire', 'Unnerve']",600,75,90,90,140,90,115,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,45,1250000,35,5120,1.4,35,50
230,Kingdra,Dragon Pokemon,2,0,water,dragon,"['Swift Swim', 'Sniper', 'Damp']",540,75,95,95,95,95,85,1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,45,1000000,70,5120,1.8,152,50
231,Phanpy,Long Nose Pokemon,2,0,ground,,"['Pickup', 'Sand Veil']",330,90,60,60,40,40,40,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,120,1000000,70,5120,0.5,33.5,50
232,Donphan,Armor Pokemon,2,0,ground,,"['Sturdy', 'Sand Veil']",500,90,120,120,60,60,50,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,60,1000000,70,5120,1.1,120,50
233,Porygon2,Virtual Pokemon,2,0,normal,,"['Trace', 'Download', 'Analytic']",515,85,80,90,105,95,60,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,1000000,70,5120,0.6,32.5,
234,Stantler,Big Horn Pokemon,2,0,normal,,"['Intimidate', 'Frisk', 'Sap Sipper']",465,73,95,62,85,65,85,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,1250000,70,5120,1.4,71.2,50
235,Smeargle,Painter Pokemon,2,0,normal,,"['Own Tempo', 'Technician', 'Moody']",250,55,20,35,20,45,75,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,800000,70,5120,1.2,58,50
236,Tyrogue,Scuffle Pokemon,2,0,fighting,,"['Guts', 'Steadfast', 'Vital Spirit']",210,35,35,35,35,35,35,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,75,1000000,70,6400,0.7,21,100
237,Hitmontop,Handstand Pokemon,2,0,fighting,,"['Intimidate', 'Technician', 'Steadfast']",455,50,95,95,35,110,70,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,45,1000000,70,6400,1.4,48,100
238,Smoochum,Kiss Pokemon,2,0,ice,psychic,"['Oblivious', 'Forewarn', 'Hydration']",305,45,30,15,85,65,65,2,2,1,1,1,1,2,1,2,1,1,0.5,1,1,0.5,2,2,1,45,1000000,70,6400,0.4,6,0
239,Elekid,Electric Pokemon,2,0,electric,,"['Static', 'Vital Spirit']",360,45,63,37,65,55,95,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,45,1000000,70,6400,0.6,23.5,75.4
240,Magby,Live Coal Pokemon,2,0,fire,,"['Flame Body', 'Vital Spirit']",365,45,75,37,70,55,83,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,45,1000000,70,6400,0.7,21.4,75.4
241,Miltank,Milk Cow Pokemon,2,0,normal,,"['Thick Fat', 'Scrappy', 'Sap Sipper']",490,95,80,105,40,70,100,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,1250000,70,5120,1.2,75.5,0
242,Blissey,Happiness Pokemon,2,0,normal,,"['Natural Cure', 'Serene Grace', 'Healer']",540,255,10,10,75,135,55,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,30,800000,140,10240,1.5,46.8,0
243,Raikou,Thunder Pokemon,2,1,electric,,"['Pressure', 'Inner Focus']",580,90,85,75,115,100,115,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,3,1250000,35,20480,1.9,178,
244,Entei,Volcano Pokemon,2,1,fire,,"['Pressure', 'Inner Focus']",580,115,115,85,90,75,100,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,3,1250000,35,20480,2.1,198,
245,Suicune,Aurora Pokemon,2,1,water,,"['Pressure', 'Inner Focus']",580,100,75,115,90,115,85,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,3,1250000,35,20480,2,187,
246,Larvitar,Rock Skin Pokemon,2,0,rock,ground,"['Guts', 'Sand Veil']",300,50,64,50,45,50,41,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,45,1250000,35,10240,0.6,72,50
247,Pupitar,Hard Shell Pokemon,2,0,rock,ground,['Shed Skin'],410,70,84,70,65,70,51,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,45,1250000,35,10240,1.2,152,50
248,Tyranitar,Armor Pokemon,2,0,rock,dark,"['Sand Stream', 'Unnerve']",700,100,164,150,95,120,71,2,0.5,1,1,2,4,0.5,0.5,0.5,2,2,1,0.5,0.5,0,1,2,2,45,1250000,35,10240,2,202,50
249,Lugia,Diving Pokemon,2,1,psychic,flying,"['Pressure', 'Multiscale']",680,106,90,130,90,154,110,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,3,1250000,0,30720,5.2,216,
250,Ho-Oh,Rainbow Pokemon,2,1,fire,flying,"['Pressure', 'Regenerator']",680,106,130,90,110,154,90,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,3,1250000,0,30720,3.8,199,
251,Celebi,Time Travel Pokemon,2,1,psychic,grass,['Natural Cure'],600,100,100,100,100,100,100,4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,45,1059860,100,30720,0.6,5,
252,Treecko,Wood Gecko Pokemon,3,0,grass,,"['Overgrow', 'Unburden']",310,40,45,35,65,55,70,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,1059860,70,5120,0.5,5,88.1
253,Grovyle,Wood Gecko Pokemon,3,0,grass,,"['Overgrow', 'Unburden']",405,50,65,45,85,65,95,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,1059860,70,5120,0.9,21.6,88.1
254,Sceptile,Forest Pokemon,3,0,grass,,"['Overgrow', 'Unburden']",630,70,110,75,145,85,145,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,1059860,70,5120,1.7,52.2,88.1
255,Torchic,Chick Pokemon,3,0,fire,,"['Blaze', 'Speed Boost']",310,45,60,40,70,50,45,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,45,1059860,70,5120,0.4,2.5,88.1
256,Combusken,Young Fowl Pokemon,3,0,fire,fighting,"['Blaze', 'Speed Boost']",405,60,85,60,85,60,55,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,45,1059860,70,5120,0.9,19.5,88.1
257,Blaziken,Blaze Pokemon,3,0,fire,fighting,"['Blaze', 'Speed Boost']",630,80,160,80,130,80,100,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,45,1059860,70,5120,1.9,52,88.1
258,Mudkip,Mud Fish Pokemon,3,0,water,,"['Torrent', 'Damp']",310,50,70,50,50,50,40,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,1059860,70,5120,0.4,7.6,88.1
259,Marshtomp,Mud Fish Pokemon,3,0,water,ground,"['Torrent', 'Damp']",405,70,85,70,60,70,50,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,45,1059860,70,5120,0.7,28,88.1
260,Swampert,Mud Fish Pokemon,3,0,water,ground,"['Torrent', 'Damp']",635,100,150,110,95,110,70,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,45,1059860,70,5120,1.5,81.9,88.1
261,Poochyena,Bite Pokemon,3,0,dark,,"['Run Away', 'Quick Feet', 'Rattled']",220,35,55,35,30,30,35,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,255,1000000,70,3840,0.5,13.6,50
262,Mightyena,Bite Pokemon,3,0,dark,,"['Intimidate', 'Quick Feet', 'Moxie']",420,70,90,70,60,60,70,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,127,1000000,70,3840,1,37,50
263,Zigzagoon,Tiny Racoon Pokemon,3,0,normal,,"['Pickup', 'Gluttony', 'Quick Feet']",240,38,30,41,30,41,60,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,255,1000000,70,3840,0.4,17.5,50
264,Linoone,Rush Pokemon,3,0,normal,,"['Pickup', 'Gluttony', 'Quick Feet']",420,78,70,61,50,61,100,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,90,1000000,70,3840,0.5,32.5,50
265,Wurmple,Worm Pokemon,3,0,bug,,"['Shield Dust', 'Run Away']",195,45,45,35,20,30,20,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,255,1000000,70,3840,0.3,3.6,50
266,Silcoon,Cocoon Pokemon,3,0,bug,,['Shed Skin'],205,50,35,55,25,25,15,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,120,1000000,70,3840,0.6,10,50
267,Beautifly,Butterfly Pokemon,3,0,bug,flying,"['Swarm', 'Rivalry']",395,60,70,50,100,50,65,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,45,1000000,70,3840,1,28.4,50
268,Cascoon,Cocoon Pokemon,3,0,bug,,['Shed Skin'],205,50,35,55,25,25,15,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,120,1000000,70,3840,0.7,11.5,50
269,Dustox,Poison Moth Pokemon,3,0,bug,poison,"['Shield Dust', 'Compoundeyes']",385,60,50,70,50,90,65,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,45,1000000,70,3840,1.2,31.6,50
270,Lotad,Water Weed Pokemon,3,0,water,grass,"['Swift Swim', 'Rain Dish', 'Own Tempo']",220,40,30,30,40,50,30,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,255,1059860,70,3840,0.5,2.6,50
271,Lombre,Jolly Pokemon,3,0,water,grass,"['Swift Swim', 'Rain Dish', 'Own Tempo']",340,60,50,50,60,70,50,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,120,1059860,70,3840,1.2,32.5,50
272,Ludicolo,Carefree Pokemon,3,0,water,grass,"['Swift Swim', 'Rain Dish', 'Own Tempo']",480,80,70,70,90,100,70,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,45,1059860,70,3840,1.5,55,50
273,Seedot,Acorn Pokemon,3,0,grass,,"['Chlorophyll', 'Early Bird', 'Pickpocket']",220,40,40,50,30,30,30,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,255,1059860,70,3840,0.5,4,50
274,Nuzleaf,Wily Pokemon,3,0,grass,dark,"['Chlorophyll', 'Early Bird', 'Pickpocket']",340,70,70,40,60,40,60,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,120,1059860,70,3840,1,28,50
275,Shiftry,Wickid Pokemon,3,0,grass,dark,"['Chlorophyll', 'Early Bird', 'Pickpocket']",480,90,100,60,90,60,80,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,45,1059860,70,3840,1.3,59.6,50
276,Taillow,TinySwallow Pokemon,3,0,normal,flying,"['Guts', 'Scrappy']",270,40,55,30,30,30,85,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,200,1059860,70,3840,0.3,2.3,50
277,Swellow,Swallow Pokemon,3,0,normal,flying,"['Guts', 'Scrappy']",455,60,85,60,75,50,125,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,45,1059860,70,3840,0.7,19.8,50
278,Wingull,Seagull Pokemon,3,0,water,flying,"['Keen Eye', 'Hydration', 'Rain Dish']",270,40,30,30,55,30,85,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,190,1000000,70,5120,0.6,9.5,50
279,Pelipper,Water Bird Pokemon,3,0,water,flying,"['Keen Eye', 'Drizzle', 'Rain Dish']",440,60,50,100,95,70,65,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,45,1000000,70,5120,1.2,28,50
280,Ralts,Feeling Pokemon,3,0,psychic,fairy,"['Synchronize', 'Trace', 'Telepathy']",198,28,25,25,45,35,40,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,235,1250000,35,5120,0.4,6.6,50
281,Kirlia,Emotion Pokemon,3,0,psychic,fairy,"['Synchronize', 'Trace', 'Telepathy']",278,38,35,35,65,55,50,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,120,1250000,35,5120,0.8,20.2,50
282,Gardevoir,Embrace Pokemon,3,0,psychic,fairy,"['Synchronize', 'Trace', 'Telepathy']",618,68,85,65,165,135,100,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,45,1250000,35,5120,1.6,48.4,50
283,Surskit,Pond Skater Pokemon,3,0,bug,water,"['Swift Swim', 'Rain Dish']",269,40,30,32,50,52,65,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,200,1000000,70,3840,0.5,1.7,50
284,Masquerain,Eyeball Pokemon,3,0,bug,flying,"['Intimidate', 'Unnerve']",454,70,60,62,100,82,80,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,75,1000000,70,3840,0.8,3.6,50
285,Shroomish,Mushroom Pokemon,3,0,grass,,"['Effect Spore', 'Poison Heal', 'Quick Feet']",295,60,40,60,40,60,35,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,255,1640000,70,3840,0.4,4.5,50
286,Breloom,Mushroom Pokemon,3,0,grass,fighting,"['Effect Spore', 'Poison Heal', 'Technician']",460,60,130,80,60,60,70,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,90,1640000,70,3840,1.2,39.2,50
287,Slakoth,Slacker Pokemon,3,0,normal,,['Truant'],280,60,60,60,35,35,30,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,255,1250000,70,3840,0.8,24,50
288,Vigoroth,Wild Monkey Pokemon,3,0,normal,,['Vital Spirit'],440,80,80,80,55,55,90,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,120,1250000,70,3840,1.4,46.5,50
289,Slaking,Lazy Pokemon,3,0,normal,,['Truant'],670,150,160,100,95,65,100,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,1250000,70,3840,2,130.5,50
290,Nincada,Trainee Pokemon,3,0,bug,ground,"['Compoundeyes', 'Run Away']",266,31,45,90,30,30,40,1,1,1,0,1,0.5,2,2,1,1,0.5,2,1,0.5,1,1,1,2,255,600000,70,3840,0.5,5.5,50
291,Ninjask,Ninja Pokemon,3,0,bug,flying,"['Speed Boost', 'Infiltrator']",456,61,90,45,50,50,160,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,120,600000,70,3840,0.8,12,50
292,Shedinja,Shed Pokemon,3,0,bug,ghost,['Wonder Guard'],236,1,90,45,30,30,40,0.5,2,1,1,1,0,2,2,2,0.5,0.5,1,0,0.5,1,2,1,1,45,600000,70,3840,0.8,1.2,
293,Whismur,Whisper Pokemon,3,0,normal,,"['Soundproof', 'Rattled']",240,64,51,23,51,23,28,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,190,1059860,70,5120,0.6,16.3,50
294,Loudred,Big Voice Pokemon,3,0,normal,,"['Soundproof', 'Scrappy']",360,84,71,43,71,43,48,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,120,1059860,70,5120,1,40.5,50
295,Exploud,Loud Noise Pokemon,3,0,normal,,"['Soundproof', 'Scrappy']",490,104,91,63,91,73,68,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,1059860,70,5120,1.5,84,50
296,Makuhita,Guts Pokemon,3,0,fighting,,"['Thick Fat', 'Guts', 'Sheer Force']",237,72,60,30,20,30,25,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,180,1640000,70,5120,1,86.4,75.4
297,Hariyama,Arm Thrust Pokemon,3,0,fighting,,"['Thick Fat', 'Guts', 'Sheer Force']",474,144,120,60,40,60,50,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,200,1640000,70,5120,2.3,253.8,75.4
298,Azurill,Polka Dot Pokemon,3,0,normal,fairy,"['Thick Fat', 'Huge Power', 'Sap Sipper']",190,50,20,40,20,40,20,0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,150,800000,70,2560,0.2,2,24.6
299,Nosepass,Compass Pokemon,3,0,rock,,"['Sturdy', 'Magnet Pull', 'Sand Force']",375,30,45,135,45,90,30,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,255,1000000,70,5120,1,97,50
300,Skitty,Kitten Pokemon,3,0,normal,,"['Cute Charm', 'Normalize', 'Wonder Skin ']",260,50,45,45,35,35,50,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,255,800000,70,3840,0.6,11,24.6
301,Delcatty,Prim Pokemon,3,0,normal,,"['Cute Charm', 'Normalize', 'Wonder Skin ']",400,70,65,65,55,55,90,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,800000,70,3840,1.1,32.6,24.6
302,Sableye,Darkness Pokemon,3,0,dark,ghost,"['Keen Eye', 'Stall', 'Prankster']",480,50,85,125,85,115,20,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,45,1059860,35,6400,0.5,11,50
303,Mawile,Deceiver Pokemon,3,0,steel,fairy,"['Hyper Cutter', 'Intimidate', 'Sheer Force']",480,50,105,125,55,95,50,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,45,800000,70,5120,0.6,11.5,50
304,Aron,Iron Armor Pokemon,3,0,steel,rock,"['Sturdy', 'Rock Head', 'Heavy Metal']",330,50,70,100,40,40,30,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,180,1250000,35,8960,0.4,60,50
305,Lairon,Iron Armor Pokemon,3,0,steel,rock,"['Sturdy', 'Rock Head', 'Heavy Metal']",430,60,90,140,50,50,40,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,90,1250000,35,8960,0.9,120,50
306,Aggron,Iron Armor Pokemon,3,0,steel,rock,"['Sturdy', 'Rock Head', 'Heavy Metal']",630,70,140,230,60,80,50,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,45,1250000,35,8960,2.1,360,50
307,Meditite,Meditate Pokemon,3,0,fighting,psychic,"['Pure Power', 'Telepathy']",280,30,40,55,40,55,60,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,180,1000000,70,5120,0.6,11.2,50
308,Medicham,Meditate Pokemon,3,0,fighting,psychic,"['Pure Power', 'Telepathy']",510,60,100,85,80,85,100,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,90,1000000,70,5120,1.3,31.5,50
309,Electrike,Lightning Pokemon,3,0,electric,,"['Static', 'Lightningrod', 'Minus']",295,40,45,40,65,40,65,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,120,1250000,70,5120,0.6,15.2,50
310,Manectric,Discharge Pokemon,3,0,electric,,"['Static', 'Lightningrod', 'Minus']",575,70,75,80,135,80,135,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,45,1250000,70,5120,1.5,40.2,50
311,Plusle,Cheering Pokemon,3,0,electric,,"['Plus', 'Lightningrod']",405,60,50,40,85,75,95,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,200,1000000,70,5120,0.4,4.2,50
312,Minun,Cheering Pokemon,3,0,electric,,"['Minus', 'Volt Absorb']",405,60,40,50,75,85,95,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,200,1000000,70,5120,0.4,4.2,50
313,Volbeat,Firefly Pokemon,3,0,bug,,"['Illuminate', 'Swarm', 'Prankster']",430,65,73,75,47,85,85,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,150,600000,70,3840,0.7,17.7,100
314,Illumise,Firefly Pokemon,3,0,bug,,"['Oblivious', 'Tinted Lens', 'Prankster']",430,65,47,75,73,85,85,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,150,1640000,70,3840,0.6,17.7,0
315,Roselia,Thorn Pokemon,3,0,grass,poison,"['Natural Cure', 'Poison Point', 'Leaf Guard']",400,50,60,45,100,80,65,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,150,1059860,70,5120,0.3,2,50
316,Gulpin,Stomach Pokemon,3,0,poison,,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",302,70,43,53,43,53,40,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,225,1640000,70,5120,0.4,10.3,50
317,Swalot,Poison Bag Pokemon,3,0,poison,,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",467,100,73,83,73,83,55,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,75,1640000,70,5120,1.7,80,50
318,Carvanha,Savage Pokemon,3,0,water,dark,"['Rough Skin', 'Speed Boost']",305,45,90,20,65,20,65,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,225,1250000,35,5120,0.8,20.8,50
319,Sharpedo,Brutal Pokemon,3,0,water,dark,"['Rough Skin', 'Speed Boost']",560,70,140,70,110,65,105,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,60,1250000,35,5120,1.8,88.8,50
320,Wailmer,Ball Whale Pokemon,3,0,water,,"['Water Veil', 'Oblivious', 'Pressure']",400,130,70,35,70,35,60,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,125,1640000,70,10240,2,130,50
321,Wailord,Float Whale Pokemon,3,0,water,,"['Water Veil', 'Oblivious', 'Pressure']",500,170,90,45,90,45,60,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,60,1640000,70,10240,14.5,398,50
322,Numel,Numb Pokemon,3,0,fire,ground,"['Oblivious', 'Simple', 'Own Tempo']",305,60,60,40,65,45,35,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,255,1000000,70,5120,0.7,24,50
